,content,score,thumbsUpCount,reviewCreatedVersion,at,kota,clean_content,sentiment_score,sentiment
9586,"Gabisa login, terkeluar terus atau disuruh login ulang",1,0,4.93.1,2024-09-13 09:33:33,Jakarta Timur,login keluar suruh login ulang,-5,negative
9587,"Males"" skrng drivernya ambil goshop",1,0,Unknown,2024-09-13 09:32:49,Jakarta Timur,malas drivernya ambil goshop,-9,negative
9588,"bagus sih, malesnya kalo pesen makan kadang suka ga sengaja salah metode pembayaran tapi gabisa dibatalinnn",4,0,4.93.1,2024-09-13 09:31:44,Jakarta Selatan,bagus sih malesnya pesan makan kadang suka sengaja salah metode bayar dibatalinnn,1,positive
9589,Mantapp,5,0,4.93.1,2024-09-13 09:28:17,Jakarta Utara,mantapp,0,neutral
9590,Lancar g ad gangguan,5,0,Unknown,2024-09-13 09:25:37,Jakarta Utara,lancar ganggu,0,neutral
9591,bagus,5,0,4.93.1,2024-09-13 09:22:27,Jakarta Barat,bagus,2,positive
9592,Good,5,0,4.93.1,2024-09-13 09:16:43,Jakarta Selatan,good,5,positive
9593,banyak promonyaa,5,0,Unknown,2024-09-13 09:11:16,Jakarta Pusat,promonyaa,0,neutral
9594,sangat bagus dan banyak diskon nya,5,0,4.93.1,2024-09-13 08:54:37,Jakarta Utara,bagus diskon nya,4,positive
9595,Memudahkan dalam pesan antar baik itu makanan ataupun jasa,5,0,4.93.1,2024-09-13 08:38:10,Jakarta Barat,mudah pesan makan jasa,11,positive
9596,"Pihak gocar tolong di benahi dong driver car nya yg mitra car atau layanan gocar nya karena banyak bertingkah drivernya kalau jauh sedikit driver nya minta di cancel, lalu saya cari lagi driver semakin lama, jadi saya memilih layanan mobil lain ini khusus di kota Jambi provinsi Jambi karena driver nya banyak bertingkah kayak tidak ada niat mau narik,",2,0,4.93.1,2024-09-13 08:37:39,Jakarta Barat,gocar tolong benah driver car nya mitra car layan gocar nya ting drivernya driver nya cancel cari driver pilih layan mobil khusus kota jambi provinsi jambi driver nya ting niat narik,4,positive
9597,"Gojek ,,sangat membantu aktifitas Sy",5,0,Unknown,2024-09-13 08:35:19,Jakarta Barat,gojek bantu aktifitas,3,positive
9598,"Driver nya baik, ramah dan sopan",5,0,4.93.1,2024-09-13 08:29:56,Jakarta Utara,driver nya ramah sopan,5,positive
9599,Aplikasinya bagus banget sih menurutku. Baru pertama kali saya naik ojek online gratis karna pakai yang hemat,5,0,4.93.1,2024-09-13 08:18:16,Jakarta Barat,aplikasi bagus banget sih turut kali ojek online gratis pakai hemat,4,positive
9600,Sangat keren tapi nyari motor/mobil lama tapi gak papa aku masih kasi Bintang 5💯💯💯💯👍👍👍👍,5,0,4.93.1,2024-09-13 08:12:29,Jakarta Pusat,keren nyari motormobil papa kasih bintang,0,neutral
9601,.antap,5,0,4.93.1,2024-09-13 08:05:33,Jakarta Pusat,antap,-5,negative
9602,Pokoknya mantab,5,0,4.92.1,2024-09-13 08:05:12,Jakarta Timur,pokok mantap,8,positive
9603,"saya bandingkan dengan grab , gojek lebih murah. layanan penjemputan juga cepat, aman, dan ramah. terimakasih.",5,0,Unknown,2024-09-13 08:00:53,Jakarta Pusat,banding grab gojek murah layan jemput cepat aman ramah terimakasih,21,positive
9604,"Customer menyalahkan driver, driver menyalahkan customer Seperti berputar-putar pada lingkaran setan... Padahal aplikator ini SETANnya",1,2,4.92.1,2024-09-13 07:56:28,Jakarta Barat,customer salah driver driver salah customer berputarputar lingkar setan aplikator setan,-19,negative
9605,Bnyak promo dan diskonnnn,5,0,4.93.1,2024-09-13 07:42:13,Jakarta Selatan,bnyak promo diskonnnn,3,positive
9606,"Tolong lebih cepat dalam waktu pemesanan nya , karena lebih cepat pesan makan di s**food dbanding gojek nunggunya lama",3,0,4.82.1,2024-09-13 07:22:31,Jakarta Utara,tolong cepat mesan nya cepat pesan makan sfood dbanding gojek nunggunya,12,positive
9607,memudahkan di segala situasi,5,0,4.93.1,2024-09-13 07:15:43,Jakarta Selatan,mudah situasi,4,positive
9608,Buruk,1,0,4.92.1,2024-09-13 07:12:34,Jakarta Pusat,buruk,-5,negative
9609,Yg penting supirnya ramah,5,0,4.93.1,2024-09-13 07:06:01,Jakarta Utara,supirnya ramah,5,positive
9610,Sangat terbantu sekali adanya aplikasi ini,5,0,4.93.1,2024-09-13 07:02:57,Jakarta Barat,bantu aplikasi,-1,negative
9611,Memudahkan dalam transfortasi untuk kita yg mager bawa kendaraan😅,5,0,4.92.1,2024-09-13 06:55:32,Jakarta Utara,mudah transfortasi mager bawa kendara,1,positive
9612,Top,5,0,4.93.1,2024-09-13 06:45:26,Jakarta Pusat,top,5,positive
9613,I like aplikasi gojekk🤩,5,0,4.93.1,2024-09-13 06:44:13,Jakarta Timur,i like aplikasi gojekk,-4,negative
9614,Kalo ga diproses pesanannya harusnya kasih tau.bukannya di diemin nunggu orang kelaperan seolah2 itu pesanan sedang dibuatkan,1,0,4.26.1,2024-09-13 06:41:35,Jakarta Barat,proses pesan kasih taubukannya diemin nunggu orang lapar pesan buat,4,positive
9615,"-100.000 aura, saya pesen gocar di cancel mulu trs susah nyarinya pdahal saya sudah nunggu selama 1000 tahun lamanya kalau tak sembahyang apa gunanya",1,0,Unknown,2024-09-13 06:39:24,Jakarta Utara,aura pesan gocar cancel mulu susah nyarinya nunggu sembahyang guna,8,positive
9616,Aplikasi mudah di pahami dan mudah dalam pelacakan orderan,5,0,4.93.1,2024-09-13 06:27:29,Jakarta Selatan,aplikasi mudah paham mudah lacak order,4,positive
9617,sangat mmbntu. enaknya dpt discount,5,0,4.93.1,2024-09-13 06:25:54,Jakarta Timur,mmbntu enak diskon,7,positive
9618,Pelayan terbaik,5,0,Unknown,2024-09-13 06:24:15,Jakarta Timur,layan baik,5,positive
9619,wow,5,0,4.93.1,2024-09-13 06:22:09,Jakarta Timur,wow,0,neutral
9620,Membantu,5,0,4.93.1,2024-09-13 06:18:15,Jakarta Selatan,bantu,3,positive
9621,bagus oke?,5,0,4.93.1,2024-09-13 06:06:08,Jakarta Pusat,bagus oke,4,positive
9622,Ok sanagat bermanfaat,5,0,4.93.1,2024-09-13 06:03:12,Jakarta Utara,ok sanagat manfaat,9,positive
9623,ntapss,5,0,4.93.1,2024-09-13 06:02:59,Jakarta Pusat,ntapss,0,neutral
9624,"Order goride sering dapat pengemudi beda dengan foto, beda motor, bagaimana ini apa pihak gojek tidak mengawasi para pengemudinya",1,0,Unknown,2024-09-13 06:02:41,Jakarta Selatan,order goride kemudi beda foto beda motor gojek awas mud,6,positive
9625,Sering kebooking sendiri padahal saya tidak memencet bookingan sampai berkali2 dan akhirnya ojeknya minta ganti rugi..,1,0,4.93.1,2024-09-13 06:00:18,Jakarta Selatan,kebooking pencet bookingan kali ojek ganti rugi,-4,negative
9626,Baik,5,0,4.83.1,2024-09-13 05:53:53,Jakarta Barat,,0,neutral
9627,Untuk cari titik alamat agak susah dpt titik nya,4,0,4.93.1,2024-09-13 05:46:36,Jakarta Barat,cari titik alamat susah titik nya,-12,negative
9628,Di jemput pas habs sholat jumat .....berkah² a,5,0,4.93.1,2024-09-13 05:38:44,Jakarta Utara,jemput pas habs sholat jumat berkah a,14,positive
9629,Good,5,0,4.93.1,2024-09-13 05:35:18,Jakarta Utara,good,5,positive
9630,perjalanan dengan gojek sangat cepat mudah dan aman.,5,0,Unknown,2024-09-13 05:31:00,Jakarta Timur,jalan gojek cepat mudah aman,7,positive
9631,Sangat Membantu,5,0,4.93.1,2024-09-13 05:30:39,Jakarta Barat,bantu,3,positive
9632,Lamaaaaa dapet driver,1,0,4.93.1,2024-09-13 05:28:06,Jakarta Timur,lamaaaaa dapet driver,2,positive
9633,"kenapa sekarang agk eror? Aku mau lihat foto/deskripsi menunya ga bisa, ga Muncul, mau pencet tambah aja gbs, kirain hp ku bermasalah, tpi ini udh ku reload, aku install ulang ttp sm aj.",2,0,Unknown,2024-09-13 05:17:45,Jakarta Selatan,eror lihat fotodeskripsi menu muncul pencet kirain hp ku masalah ku reload install ulang ttp,-6,negative
9634,mudah dan cepat tidak terlalu ribet,5,0,4.93.1,2024-09-13 05:12:08,Jakarta Barat,mudah cepat ribet,3,positive
9635,Itu itu orang o PPP op .,5,0,Unknown,2024-09-13 05:09:02,Jakarta Timur,orang o ppp op,0,neutral
9636,sgt membantu,5,0,4.93.1,2024-09-13 05:06:12,Jakarta Barat,bantu,3,positive
9637,aman dan nyaman,5,0,4.93.1,2024-09-13 05:05:14,Jakarta Pusat,aman nyaman,4,positive
9638,langganan anter-jemput sekolah 🏫 🏫 huhu jadi kangen sma,5,0,4.93.1,2024-09-13 05:00:28,Jakarta Selatan,langgan anterjemput sekolah huhu kangen sma,8,positive
9639,ramah dan nyaman,5,0,4.93.1,2024-09-13 04:59:27,Jakarta Utara,ramah nyaman,9,positive
9640,Mantap gojek sukses selalu,5,0,4.93.1,2024-09-13 04:51:49,Jakarta Timur,mantap gojek sukses,8,positive
9641,"Mengerikan, udah langganan plus tetap ngga ada diskon . Daftar rekening ngga bisa dihapus, mau tutup akun mesti ngabisin saldo. Mau tarik saldo mesti download apps lain.. ribet",1,1,4.93.1,2024-09-13 04:44:05,Jakarta Utara,keri langgan plus diskon daftar rekening hapus tutup akun mesti habis saldo tarik saldo mesti download apps ribet,-3,negative
9642,ok,5,0,4.93.1,2024-09-13 04:36:56,Jakarta Pusat,ok,4,positive
9643,Sangat membantu,5,0,Unknown,2024-09-13 04:20:16,Jakarta Selatan,bantu,3,positive
9644,Mantul,5,0,4.93.1,2024-09-13 04:01:09,Jakarta Barat,mantul,0,neutral
9645,nyaman... aman,5,0,4.93.1,2024-09-13 03:58:09,Jakarta Barat,nyaman aman,4,positive
9646,Gojek makin mantab,5,0,4.93.1,2024-09-13 03:46:26,Jakarta Barat,gojek mantap,5,positive
9647,Nice,5,0,4.93.1,2024-09-13 03:42:58,Jakarta Barat,nice,4,positive
9648,Mempermudah kita dalam keadaan apapun..,5,0,4.93.1,2024-09-13 03:41:56,Jakarta Pusat,mudah apa,1,positive
9649,"hohooo gojek gapernah gagal, banyakin promonya yahh apalagi promo gofoodnya wkwkwk😁",5,0,4.93.1,2024-09-13 03:41:41,Jakarta Timur,hohooo gojek gagal banyakin promonya yahh promo gofoodnya wkwkwk,2,positive
9650,Aplikasi nya bagus dan berguna bangett👍🏻👍🏻,5,0,4.93.1,2024-09-13 03:41:17,Jakarta Barat,aplikasi nya bagus guna bangett,-3,negative
9651,Luar biasa,5,0,Unknown,2024-09-13 03:30:37,Jakarta Timur,,0,neutral
9652,"Hati hati yang mau jualan online apalagi pakai transaksi Gojek Gopay , saya jualan online akun dompet saya di kunci dengan alasan transaksi yang janggal , di tanya transaksi apa yang janggal / tidak wajar. sudah komplain sama cs malah di balas sama bot , ga ada kejelasan yang jelas dari Pihak Gojek Gopay , hati hati jangan pakai Gojek Gopay lagi Saldo Bisa Di Tahan Dengan ALASAN TIDAK JELAS DARI PIHAK GOPAY APK PENIPU APK GA JELAS APK MAFIA",1,0,Unknown,2024-09-13 03:25:56,Jakarta Utara,hati hati jual online pakai transaksi gojek gopay jual online akun dompet kunci alas transaksi janggal transaksi janggal wajar komplain cs balas bot jelas gojek gopay hati hati pakai gojek gopay saldo tahan alas gopay apk tipu apk apk mafia,18,positive
9653,Mantul,5,0,4.93.1,2024-09-13 03:25:35,Jakarta Utara,mantul,0,neutral
9654,Kompeni,1,0,4.92.1,2024-09-13 03:15:50,Jakarta Selatan,kompeni,0,neutral
9655,"udh lama make gojek tpi blm dpt paylaternya udh ngajuin lbih dari 3bln kaga diacc bilangnya lg ngantri pdhl sering pke gopay buat tf, bli kuota, listrik dll kepiye tohhh",4,0,4.93.1,2024-09-13 03:14:18,Jakarta Timur,pakai gojek paylaternya ngajuin diacc bilang antri pakai gopay tf bli kuota listrik lain kepiye tohhh,-6,negative
9656,helm nya perlu dibersihkan karena kotor makasih,4,0,4.93.1,2024-09-13 03:06:17,Jakarta Utara,helm nya bersih kotor terimakasih,0,neutral
9657,Banyak promonya...,5,0,Unknown,2024-09-13 03:00:41,Jakarta Pusat,promonya,0,neutral
9658,Pertahankan terus promonya,5,0,Unknown,2024-09-13 02:57:33,Jakarta Pusat,tahan promonya,1,positive
9659,Gojek mantap,5,0,4.88.1,2024-09-13 02:52:48,Jakarta Pusat,gojek mantap,5,positive
9660,Good,5,0,4.93.1,2024-09-13 02:46:29,Jakarta Pusat,good,5,positive
9661,Asikkk,5,0,Unknown,2024-09-13 02:46:21,Jakarta Utara,asikkk,0,neutral
9662,👍,4,0,4.93.1,2024-09-13 02:37:38,Jakarta Timur,,0,neutral
9663,👍👍👍👍,5,0,4.93.1,2024-09-13 02:37:25,Jakarta Pusat,,0,neutral
9664,"Gojek ga usah ada gocar hemat lah!! Bukan nya membantu malah jadi menghambat!! Driver nya juga terlalu banyak alasan!! Terlalu jauh lah, yg naik 4 orang kompalin lah! Padahal kita sebagai konsumen ngerti loh untuk tambahin ongkos nya! Kalau sikap driver nya kek gitu suka ilfel duluan!",1,0,4.93.1,2024-09-13 02:25:34,Jakarta Pusat,gojek gocar hemat nya bantu hambat driver nya alas orang kompalin konsumen ngerti loh tambahin ongkos nya sikap driver nya suka ilfel duluan,11,positive
9665,Mantaps,5,0,4.93.1,2024-09-13 02:20:25,Jakarta Selatan,mantap,5,positive
9666,"Buat transper ke spotify susah nya minta ampun,, buat ganti pin yang lupa juga sudah, buat trf ke bank susah.",1,0,4.93.1,2024-09-13 02:12:27,Jakarta Utara,transper spotify susah nya ampun ganti pin lupa tarif bank susah,-1,negative
9667,Terbaik ...,5,0,4.93.1,2024-09-13 02:12:01,Jakarta Barat,baik,3,positive
9668,"Gopay pinjam udah ngajuin dari dulu tapi ga bisa bisa, its oke... ehhh iklan gopay pinjamnya nongol mulu di notif... gw pelanggan lama, TO the LOL, Ta!!!",1,0,4.93.1,2024-09-13 02:11:15,Jakarta Selatan,gopay pinjam ngajuin its oke ehhh iklan gopay pinjam nongol mulu pemberitahuan langgan the tertawa ta,3,positive
9669,"Tidak berguna ,,, mending buat teruus orderan fiktif,karna tidak merugikan bagi customer,, yang di rugikan hanya lah driver,,,",1,0,4.89.1,2024-09-13 02:05:56,Jakarta Timur,guna mending teruus order fiktifkarna rugi customer rugi driver,-7,negative
9670,"Pencarian alamat sesuai dgn yg ada di Alamat Maps, mantapp, sama promo nya sesuai kantong",5,3,4.93.1,2024-09-13 01:55:04,Jakarta Barat,cari alamat sesuai alamat maps mantapp promo nya sesuai kantong,7,positive
9671,Oke,5,0,4.93.1,2024-09-13 01:50:43,Jakarta Utara,oke,2,positive
9672,Jos,5,0,4.93.1,2024-09-13 01:40:46,Jakarta Utara,jos,0,neutral
9673,WOKEHHH. .,5,0,Unknown,2024-09-13 01:37:17,Jakarta Pusat,wokehhh,0,neutral
9674,Sangat berguna di jaman serba digital,5,0,4.93.1,2024-09-13 01:29:26,Jakarta Selatan,guna jaman serba digital,-1,negative
9675,"Gojek mending atur pembagian pembayaran sama driver lo deh, yang adil, yang bener aja gara gara pada mogok nyari driver susah banget padahal urgent buat ke rumah sakit",2,0,4.93.1,2024-09-13 01:17:26,Jakarta Timur,gojek mending atur bagi bayar driver deh adil bener gara gara mogok nyari driver susah banget urgent rumah sakit,-3,negative
9676,Tepat waktu👍,5,0,4.87.3,2024-09-13 01:15:05,Jakarta Utara,,0,neutral
9677,"suka dgn promonya,Banyakin lagi promonya cocok buat kaum mager😊",5,0,4.93.1,2024-09-13 01:13:18,Jakarta Pusat,suka promonyabanyakin promonya cocok kaum mager,3,positive
9678,Ok,5,0,4.93.1,2024-09-13 01:10:45,Jakarta Pusat,ok,4,positive
9679,Saya suka,5,0,Unknown,2024-09-13 01:03:59,Jakarta Utara,suka,3,positive
9680,Drivernya ramah totalitas,5,0,Unknown,2024-09-13 01:01:06,Jakarta Timur,drivernya ramah totalitas,5,positive
9681,Keren,5,0,Unknown,2024-09-13 00:54:32,Jakarta Pusat,keren,0,neutral
9682,Mantap,5,0,4.93.1,2024-09-13 00:42:47,Jakarta Barat,mantap,5,positive
9683,Iklan nya menggangu banget,1,0,4.93.1,2024-09-13 00:34:09,Jakarta Barat,iklan nya menggangu banget,1,positive
9684,Baikk,5,0,4.93.1,2024-09-13 00:16:36,Jakarta Pusat,baikk,0,neutral
9685,Good,5,0,4.93.1,2024-09-13 00:11:08,Jakarta Utara,good,5,positive
9686,Cepat layanannya,5,0,Unknown,2024-09-12 23:53:52,Jakarta Utara,cepat layan,5,positive
9687,Bagus dan mudah,5,0,Unknown,2024-09-12 23:45:22,Jakarta Barat,bagus mudah,6,positive
9688,Dipentalin mulu mana lagi urgen,1,0,4.93.1,2024-09-12 23:41:07,Jakarta Timur,dipentalin mulu urgen,-2,negative
9689,Saya suka aplikasinya lancar map sesuai,5,0,4.93.1,2024-09-12 23:38:40,Jakarta Utara,suka aplikasi lancar maaf sesuai,8,positive
9690,"Gopay pinjam tidak bisa dicairkan Sudah komplain,belum ada solusi",1,0,4.93.1,2024-09-12 23:38:03,Jakarta Pusat,gopay pinjam cair komplainbelum solusi,2,positive
9691,Mantap pelayanannya,5,0,4.90.2,2024-09-12 23:31:47,Jakarta Barat,mantap layan,7,positive
9692,Best,5,0,4.93.1,2024-09-12 23:23:04,Jakarta Utara,best,0,neutral
9693,Sangat membantu,5,0,4.93.1,2024-09-12 23:21:24,Jakarta Timur,bantu,3,positive
9694,"Menu cancel terlalu mudah , membuat kami pelanggan mudah sekali mengancel driver ,. Banyaknya tingkat pembatalan sepihak , cuma karena fitur cancel terlalu gampang . Tolong di perbaiki",1,9,4.93.1,2024-09-12 23:16:10,Jakarta Utara,menu cancel mudah langgan mudah mengancel driver banyak tingkat batal fitur cancel gampang tolong baik,19,positive
9695,Mantap pelayanannya Gojek 🙂🙏👍,5,0,Unknown,2024-09-12 23:12:54,Jakarta Utara,mantap layan gojek,7,positive
9696,Selalu tepat waktu,4,0,4.93.1,2024-09-12 22:40:44,Jakarta Pusat,,0,neutral
9697,"Dapat driver yang ugal-ugalan, nyetirnya membahayakan penumpang sampai saya kecelakaan!",1,0,4.93.1,2024-09-12 22:26:12,Jakarta Pusat,driver ugalugalan nyetirnya bahaya tumpang celaka,-10,negative
9698,"Sangat membantu saat dibutuhkan, tapi kalau dilihat dari tarif agak minim untuk drivernya, belum potongan perusahaan belum buat servis kendaraannya... semangat yaa buat para pencari rupiah",5,462,4.93.1,2024-09-12 22:19:55,Jakarta Timur,bantu butuh tarif minim drivernya potong usaha servis kendara semangat yaa cari rupiah,-2,negative
9699,"Excellent services, thanks",5,0,4.93.1,2024-09-12 21:56:30,Jakarta Barat,excellent services terimakasih,5,positive
9700,Bagus,5,0,4.82.1,2024-09-12 21:38:29,Jakarta Barat,bagus,2,positive
9701,"Aneh akun driver saya di putus mitra, padahal tidak ada kesalahan apa apa. Ke kantor tidak ada jawaban , jawaban sistem sistem. Di kirim Gmail masih begitu. Aneh...",1,2,4.93.1,2024-09-12 21:21:45,Jakarta Selatan,aneh akun driver putus mitra salah kantor sistem sistem kirim gmail aneh,3,positive
9702,"Nyebelin sistem lo ya, udh dilunasin gue telat cuma sekali aja ya dlm setahun pemakaian gopayleter ,gue bayar jg yg blm jatuh tempo malah di nonaktifkan gue slama ini bayar sebelum temponya ya ,bakal nyesel lo ilang customer loyal kaya gue Pilah pilah opportunity customer yg bener bayar sm yg janji doang",1,0,Unknown,2024-09-12 20:21:51,Jakarta Barat,nyebelin sistem ya dilunasin telat ya tahun pakai gopayleter bayar jatuh tempo nonaktif bayar tempo ya sesal hilang customer loyal kaya pilah pilah opportunity customer bener bayar janji,14,positive
9703,"aplikasi nya oke si, driver nya ramah ramah",5,0,4.93.1,2024-09-12 19:48:59,Jakarta Utara,aplikasi nya oke si driver nya ramah ramah,8,positive
9704,Bagus apk nya,5,0,Unknown,2024-09-12 18:49:56,Jakarta Timur,bagus apk nya,2,positive
9705,OK GOJEKKU,5,0,4.93.1,2024-09-12 18:35:41,Jakarta Selatan,ok gojek,4,positive
9706,sudah lama saya pakai aplikasi ini.. tapi setelah di update tampilan isi saldo tak bisa dibuka. saya tidak bisa melakukan pembayaran... tolong min mohon solusi,4,0,4.93.1,2024-09-12 18:30:47,Jakarta Timur,pakai aplikasi update tampil isi saldo buka bayar tolong min mohon solusi,13,positive
9707,Sering bgt di batalin sama drivernya,2,0,4.93.1,2024-09-12 18:22:25,Jakarta Pusat,banget batalin drivernya,1,positive
9708,Mantap,5,0,4.93.1,2024-09-12 17:55:58,Jakarta Selatan,mantap,5,positive
9709,"Layanan Mantap, Waktu Penjemputan, Pemilihan Rute, Keamanan Mengemudi, Aman 👍",5,0,4.93.1,2024-09-12 17:51:33,Jakarta Utara,layan mantap jemput pilih rute aman kemudi aman,10,positive
9710,Good job,5,0,4.93.1,2024-09-12 17:48:54,Jakarta Timur,good job,5,positive
9711,Top,5,0,Unknown,2024-09-12 17:35:41,Jakarta Timur,top,5,positive
9712,Bagusss tpi klw cari driver susah bgt+lamaaa,4,0,4.93.1,2024-09-12 17:03:29,Jakarta Pusat,bagusss cari driver susah bgtlamaaa,-6,negative
9713,Gojek memang okk 👍,5,0,4.93.1,2024-09-12 16:36:15,Jakarta Barat,gojek okk,0,neutral
9714,"Gojek payah , giliran perlu malem2 malah gabisa topup gopay dan susah dpt driver",1,0,4.91.1,2024-09-12 16:30:48,Jakarta Barat,gojek payah gilir malam topup gopay susah driver,-4,negative
9715,Kecewa bgt sama gojek!! Masaiya order gocar wktu hujan ga dapat2 drivernya pdahal liat di mapsnya banyak gambar mobil bertebaran. Udh pilih gocar prioritas malah tp ga jg dikasih driver. Sengaja order gocar wktu hujan tp ga dpt2 drivernya!!,1,0,4.93.1,2024-09-12 16:27:48,Jakarta Timur,kecewa banget gojek masaiya order gocar hujan drivernya lihat mapsnya gambar mobil tebar pilih gocar prioritas kasih driver sengaja order gocar hujan drivernya,7,positive
9716,Mantap 👍👍👍,5,0,4.93.1,2024-09-12 16:25:02,Jakarta Selatan,mantap,5,positive
9717,Jooos,5,0,4.93.1,2024-09-12 16:24:43,Jakarta Timur,jooos,0,neutral
9718,sukses trus buat gojek k depannya..,5,0,Unknown,2024-09-12 16:24:18,Jakarta Selatan,sukses gojek k depan,3,positive
9719,Driver tidak ada yg mau ngambil gofood pas hujan dan untuk dapet Driver susahnya minta ampun hampir setengah jam pesen belum juga diambil di resto,2,0,4.93.1,2024-09-12 16:20:05,Jakarta Utara,driver ambil gofood pas hujan dapet driver susah ampun jam pesan ambil resto,-4,negative
9720,Mantap,3,0,Unknown,2024-09-12 15:58:22,Jakarta Timur,mantap,5,positive
9721,"Woylah akun gweh gabisa login kenapa dah,keluar terus pas udah masuk aplikasi nya.tolong dibantu dong min,aku udah kirim keluhan via email loh.belum ada tanggapan",1,0,4.17.2,2024-09-12 15:56:15,Jakarta Barat,woylah akun gweh login dahkeluar pas masuk aplikasi nyatolong bantu mina kirim keluh via email lohbelum tanggap,4,positive
9722,mantap,5,0,4.93.1,2024-09-12 15:37:50,Jakarta Barat,mantap,5,positive
9723,"Saya kecewa dengan pelayanan GoCar.. Map aplikasi selalu mengarahkan rute terdekat,bukan rute tercepat,Alhasil Driver Minta rubah rute dan terjadi lonjakan harga hampir 2x lipat.. Mending Dari awal di aplikasi Pakai rute tercepat,jadi Tarifnya gak akan membengkak daripada ubah rute..Saya tidak keberatan tarif asalkan rute nya sesuai tercepat,saya cek aplikasi ijo sebelah Map sesuai tercepat tapi tarif agak mahal dari gojek,saat rubah rute malah melebihi aplikasi sebelah jauh yang mapnya sesuai",1,21,4.93.1,2024-09-12 15:25:14,Jakarta Utara,kecewa layan gocar maaf aplikasi arah rute terdekatbukan rute tercepatalhasil driver rubah rute lonjak harga x lipat mending aplikasi pakai rute tercepatjadi tarif bengkak ubah rutesaya berat tarif rute nya sesuai tercepatsaya cek aplikasi hijau belah maaf sesuai cepat tarif mahal gojeksaat rubah rute lebih aplikasi belah map sesuai,7,positive
9724,"Tolong aplikasinya di sinkronkan lagi dengan google map terbaru, supaya aplikasi gojek ini bisa muncul lagi di aplikasi google map",3,0,4.93.1,2024-09-12 15:24:38,Jakarta Timur,tolong aplikasi sinkron google maaf baru aplikasi gojek muncul aplikasi google maaf,-3,negative
9725,Hallo saya sudah 2 kali ini transaksi menggunakan gopay agak menyesal baru tadi saya top up menggunakan dana tapi tidak masuk ke akun gopay saya . Mohon bantuanya,1,0,4.93.1,2024-09-12 15:19:06,Jakarta Pusat,hallo kali transaksi gopay sesal top up dana masuk akun gopay mohon bantuanya,17,positive
9726,bagus,5,0,4.93.1,2024-09-12 14:58:06,Jakarta Pusat,bagus,2,positive
9727,bagus dan sangat membantu,5,0,Unknown,2024-09-12 14:53:18,Jakarta Barat,bagus bantu,5,positive
9728,"Klo gak niat buat program promo dihapus aja, masak pesen 5x ditolaknya 5x",1,0,4.93.1,2024-09-12 14:50:19,Jakarta Utara,niat program promo hapus masak pesan x tolak x,0,neutral
9729,Good,5,0,4.93.1,2024-09-12 14:49:05,Jakarta Selatan,good,5,positive
9730,Sangat membantu👍,5,0,4.93.1,2024-09-12 14:46:10,Jakarta Timur,bantu,3,positive
9731,Masa akun gojek saya keluar2 Mulu aneeh tolongg di perbaiki lagi dong,1,0,4.93.1,2024-09-12 14:42:33,Jakarta Pusat,akun gojek mulu aneeh tolongg baik,5,positive
9732,Ko skrng.makin jelek aplikasi cuma muter muter aja dan tidak ada gambarnya,1,0,4.93.1,2024-09-12 14:35:30,Jakarta Barat,ko skrngmakin jelek aplikasi putar putar gambar,-7,negative
9733,Kalau nyari driver selalu lama,1,0,Unknown,2024-09-12 14:33:37,Jakarta Barat,nyari driver,-2,negative
9734,Sangat membantu sekali,5,0,4.88.1,2024-09-12 14:18:08,Jakarta Pusat,bantu,3,positive
9735,mantap banget terima kasih banyak,5,0,4.93.1,2024-09-12 14:03:46,Jakarta Utara,mantap banget terima kasih,10,positive
9736,"Makin hari makin kurang ok pelayanan nya... Makin lama makin mahal ongkos nya... Jarak dkt ongkos gofood nya jadi 27.500 biasa nya cm 11rb,,, T-T,, promo jg udh jarang jg... Sering pembatalan mendadak dr driver nya... Mgkn bntr lg uninstall coz bnr"" ga worth it lg",1,0,4.93.1,2024-09-12 14:03:38,Jakarta Selatan,ok layan nya mahal ongkos nya jarak ongkos gofood nya nya cm rb tt promo jarang batal dadak driver nya sebentar uninstall coz worth it,7,positive
9737,Ok banget ini alat,5,0,4.93.1,2024-09-12 13:57:15,Jakarta Selatan,ok banget alat,5,positive
9738,bagus dan mantap dalam segala hal god bles you,4,0,4.91.1,2024-09-12 13:53:43,Jakarta Timur,bagus mantap god bles,7,positive
9739,Memudahkan,5,0,4.93.1,2024-09-12 13:50:22,Jakarta Utara,mudah,4,positive
9740,"Keren pokoknya, sangat memudahkan",5,0,Unknown,2024-09-12 13:41:48,Jakarta Selatan,keren pokok mudah,7,positive
9741,order makan sampe 1½ jam lebih dpt driver di cancel smpe 4driver ujung²nya di cancel applikasinya Mengecewakan!!!,1,0,4.93.1,2024-09-12 13:40:49,Jakarta Utara,order makan jam driver cancel driver ujung cancel applikasinya kecewa,-2,negative
9742,Ok,5,0,Unknown,2024-09-12 13:39:11,Jakarta Utara,ok,4,positive
9743,Banyak sekali terbantu dengan aplikasi ini.,5,0,4.93.1,2024-09-12 13:34:45,Jakarta Timur,bantu aplikasi,-1,negative
9744,"gak bisa pake gopaylater lagi, udah kena blokir dan gak tau kapan dipulihkan lagi",1,0,4.93.1,2024-09-12 13:33:37,Jakarta Pusat,pakai gopaylater kena blokir tau pulih,-10,negative
9745,Bermanpaat,5,0,Unknown,2024-09-12 13:31:31,Jakarta Barat,bermanpaat,0,neutral
